Name,Platform,Year,Genre,Publisher
Borderlands 2,X360,2012,Shooter,Take-Two Interactive
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo
Donkey Kong,GB,1994,Platform,Nintendo
The Sims: Vacation,PC,2002,Simulation,Electronic Arts
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts
Kung Fu Panda,X360,2008,Action,Activision
Far Cry 3,X360,2012,Shooter,Ubisoft
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios
Saints Row 2,X360,2008,Action,THQ
Rayman,PS,1995,Platform,Ubisoft
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios
NBA 2K13,X360,2012,Sports,Take-Two Interactive
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment
Star Fox,SNES,1993,Shooter,Nintendo
The Sims: Livin Large,PC,2000,Misc,Electronic Arts
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment
Devil May Cry,PS2,2001,Action,Capcom
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts
The Sims 4,PC,2014,Simulation,Electronic Arts
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts
Sonic Heroes,PS2,2003,Platform,Sega
Kirby Super Star Ultra,DS,2008,Platform,Nintendo
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive
Street Fighter IV,X360,2009,Fighting,Capcom
Wave Race 64,N64,1996,Racing,Nintendo
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment
Pac-Man Collection,GBA,2001,Puzzle,Atari
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo
FIFA 14,PS4,2013,Sports,Electronic Arts
Titanfall,XOne,2014,Shooter,Electronic Arts
Sonic Mega Collection Plus,PS2,2004,Misc,Sega
Sega Superstars Tennis,X360,2008,Sports,Sega
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment
Imagine: Babyz,DS,2007,Simulation,Ubisoft
Colin McRae Rally,PS,1998,Racing,Codemasters
Call of Duty: Ghosts,XOne,2013,Shooter,Activision
Madden NFL 13,X360,2012,Sports,Electronic Arts
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment
F-Zero,SNES,1990,Racing,Nintendo
Yoshi's Story,N64,1997,Platform,Nintendo
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision
FIFA 16,PS3,2015,Sports,Electronic Arts
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft
BioShock,X360,2007,Shooter,Take-Two Interactive
Madden NFL 10,X360,2009,Sports,Electronic Arts
Medal of Honor,PS3,2010,Shooter,Electronic Arts
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ
Metroid Prime,GC,2002,Shooter,Nintendo
Finding Nemo,GBA,2003,Action,THQ
Myst,PC,1994,Adventure,Red Orb
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts
Yoshi's Island DS,DS,2006,Platform,Nintendo
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation
Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive
Battlefield 3,PC,2011,Shooter,Electronic Arts
NBA Street,PS2,2001,Sports,Electronic Arts
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo
Jak II,PS2,2003,Platform,Sony Computer Entertainment
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment
Tekken 6,PS3,2009,Fighting,Namco Bandai Games
The Sims,PS2,2003,Simulation,Electronic Arts
Sonic and the Secret Rings,Wii,2007,Platform,Sega
Saints Row: The Third,X360,2011,Action,THQ
Missile Command,2600,1980,Shooter,Atari
Mario Paint,SNES,1992,Misc,Nintendo
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft
Pokémon Stadium 2,N64,2000,Strategy,Nintendo
Metroid,NES,1986,Action,Nintendo
L.A. Noire,X360,2011,Adventure,Take-Two Interactive
Call of Duty 3,X360,2006,Shooter,Activision
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment
Mario Party,N64,1998,Misc,Nintendo
Madden NFL 12,X360,2011,Sports,Electronic Arts
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts
Madden NFL 11,X360,2010,Sports,Electronic Arts
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo
Skate 3,X360,2010,Sports,Electronic Arts
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision
Guitar Hero: World Tour,X360,2008,Misc,Activision
Medal of Honor,PS,1998,Shooter,Electronic Arts
Fable,XB,2004,Role-Playing,Microsoft Game Studios
Hannah Montana,DS,2006,Action,Disney Interactive Studios
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft
Skylanders Giants,Wii,2012,Action,Activision
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment
Halo Wars,X360,2009,Strategy,Microsoft Game Studios
God of War Collection,PS3,2009,Action,Sony Computer Entertainment
ESPN NFL 2K5,PS2,2004,Sports,Sega
Mario Strikers Charged,Wii,2007,Sports,Nintendo
Medal of Honor,X360,2010,Shooter,Electronic Arts
FIFA Soccer 10,X360,2009,Sports,Electronic Arts
NBA 2K12,X360,2011,Sports,Take-Two Interactive
Style Savvy,DS,2008,Simulation,Nintendo
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo
Streets of Rage,GEN,1990,Action,Sega
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment
NBA Live 2005,PS2,2004,Sports,Electronic Arts
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment
Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment
Art Academy,DS,2010,Misc,Nintendo
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts
Madden NFL 08,PS2,2007,Sports,Electronic Arts
Sonic Adventure 2 Battle,GC,2001,Platform,Sega
Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation
Madden NFL 13,PS3,2012,Sports,Electronic Arts
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment
Madden NFL 09,X360,2008,Sports,Electronic Arts
Space Invaders,2600,N/A,Shooter,Atari
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment
Perfect Dark,N64,2000,Action,Nintendo
Game Party,Wii,2007,Misc,Midway Games
Dragon Warrior,NES,1986,Role-Playing,Capcom
Tomb Raider (2013),PS3,2013,Action,Square Enix
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment
Mario Party 2,N64,1999,Misc,Nintendo
Saints Row: The Third,PS3,2011,Action,THQ
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment
Pure,X360,2008,Racing,Disney Interactive Studios
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive
NBA 2K13,PS3,2012,Sports,Take-Two Interactive
Rock Band,X360,N/A,Misc,Electronic Arts
NBA 2K14,X360,2013,Sports,Take-Two Interactive
Mario Party 4,GC,2002,Misc,Nintendo
uDraw Studio,Wii,2010,Misc,THQ
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft
Sonic Adventure,DC,1998,Platform,Sega
Ice Hockey,NES,1988,Sports,Nintendo
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment
Dino Crisis,PS,1998,Action,Capcom
Minecraft,XOne,2014,Misc,Microsoft Game Studios
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts
Madden NFL 16,XOne,2015,Sports,Electronic Arts
Tetris Plus,PS,1996,Puzzle,JVC
Pro Wrestling,NES,1987,Fighting,Nintendo
Theme Hospital,PC,1997,Strategy,Electronic Arts
Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment
Need for Speed (2015),PS4,2015,Racing,Electronic Arts
Zumba Fitness,X360,2010,Sports,505 Games
LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts
Monopoly,PC,1994,Misc,Hasbro Interactive
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment
Dead Island,X360,2011,Action,Deep Silver
Guitar Hero,PS2,2005,Misc,RedOctane
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios
WCW/nWo Revenge,N64,1998,Fighting,THQ
Bloodborne,PS4,2015,Action,Sony Computer Entertainment
NBA 2K15,PS4,2014,Sports,Take-Two Interactive
Madden NFL 11,PS3,2010,Sports,Electronic Arts
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment
Madden NFL 08,X360,2007,Sports,Electronic Arts
Half-Life 2,PC,2004,Shooter,Vivendi Games
The Incredibles,PS2,2004,Action,THQ
Tony Hawk's Underground 2,PS2,2004,Sports,Activision
Madden NFL 10,PS3,2009,Sports,Electronic Arts
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios
Kirby's Dream Land 2,GB,1995,Platform,Nintendo
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment
Donkey Kong Land II,GB,1996,Platform,Nintendo
Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive
Skylanders SWAP Force,Wii,2013,Platform,Activision
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ
My Fitness Coach,Wii,2008,Sports,Ubisoft
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom
The Sims 3,X360,2010,Simulation,Electronic Arts
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo
NBA 2K16,XOne,2015,Sports,Take-Two Interactive
Just Dance Kids,Wii,2010,Misc,Ubisoft
Mario Tennis,N64,2000,Sports,Nintendo
Grand Theft Auto,PS,1997,Action,Take-Two Interactive
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts
WarioWare Touched!,DS,2004,Puzzle,Nintendo
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft
Cool Boarders 3,PS,1998,Sports,989 Studios
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment
Guild Wars 2,PC,2012,Action,NCSoft
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo
Dead Island,PS3,2011,Action,Deep Silver
Tomb Raider II,PC,1997,Action,Eidos Interactive
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment
Just Dance 2015,Wii,2014,Misc,Ubisoft
Yokai Watch Busters,3DS,2015,Action,Level 5
Mario Bros.,NES,1983,Platform,Nintendo
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive
TOCA Touring Car Championship,PS,1997,Racing,Codemasters
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo
Wario Land 4,GBA,2001,Platform,Nintendo
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision
Call of Duty 3,Wii,N/A,Shooter,Activision
Resident Evil 4,Wii,2007,Action,Capcom
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom
Cool Boarders 2,PS,1997,Sports,UEP Systems
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo
Madden NFL 12,PS3,2011,Sports,Electronic Arts
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix
Sonic Advance,GBA,2001,Platform,Sega
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision
Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment
New Super Luigi U,WiiU,2013,Platform,Nintendo
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts
BioShock 2,X360,2010,Shooter,Take-Two Interactive
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom
Rock Band 2,X360,2008,Misc,Electronic Arts
Frogger,2600,1981,Action,Parker Bros.
Guitar Hero II,X360,2007,Misc,Activision
Wario Land 3,GB,2000,Platform,Nintendo
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games
Sonic Unleashed,Wii,2008,Platform,Sega
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment
Saints Row,X360,2006,Action,THQ
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision
Kirby's Pinball Land,GB,1992,Misc,Nintendo
Donkey Kong Country,GB,2000,Platform,Nintendo
Hitman: Absolution,PS3,2012,Action,Square Enix
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment
ATV Offroad Fury 2,PS2,2002,Racing,THQ
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios
Madden NFL 25,X360,2013,Sports,Electronic Arts
Pokemon Ranger,DS,2006,Role-Playing,Nintendo
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo
Tennis,NES,1984,Sports,Nintendo
The Sims: House Party,PC,2001,Simulation,Electronic Arts
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft
Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft
Volleyball,NES,1987,Sports,Nintendo
FIFA 15,XOne,2014,Sports,Electronic Arts
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo
Mahjong,NES,1983,Misc,Nintendo
R.C. Pro-Am,NES,1988,Racing,Nintendo
SimCity 2000,PC,1992,Simulation,Maxis
Demon Attack,2600,1981,Shooter,Imagic
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment
Tetris DS,DS,2006,Puzzle,Nintendo
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft
Far Cry: Primal,PS4,2016,Action,Ubisoft
Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios
Final Fantasy III,DS,2006,Role-Playing,Square Enix
Kirby's Epic Yarn,Wii,2010,Platform,Nintendo
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios
Golf,GB,1989,Sports,Nintendo
NBA 2K12,PS3,2011,Sports,Take-Two Interactive
Borderlands,PS3,2009,Shooter,Take-Two Interactive
Tony Hawk's Pro Skater,N64,2000,Sports,Activision
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts
Mario Sports Mix,Wii,2010,Sports,Nintendo
Rock Band,Wii,N/A,Misc,MTV Games
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment
Parasite Eve,PS,1998,Role-Playing,SquareSoft
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ
Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts
Portal 2,X360,2011,Shooter,Valve Software
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom
Derby Stallion,PS,1997,Sports,ASCII Entertainment
Dead Rising,X360,2006,Action,Capcom
Finding Nemo,PS2,2003,Action,THQ
NBA 2K11,X360,2010,Action,Take-Two Interactive
Wipeout: The Game,Wii,2009,Misc,Mindscape
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision
Tetris Worlds,PS2,2002,Puzzle,THQ
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment
Mario Party 5,GC,2003,Misc,Nintendo
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive
Sim Theme Park,PC,1998,Strategy,Electronic Arts
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision
Skate 3,PS3,2010,Sports,Electronic Arts
Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix
UFC 2009 Undisputed,X360,2009,Fighting,THQ
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts
The Sims 3,PS3,2010,Simulation,Electronic Arts
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo
The Incredibles,GBA,2004,Action,THQ
R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts
Carnival Games,DS,2008,Misc,Take-Two Interactive
NBA 2K14,PS3,2013,Sports,Take-Two Interactive
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo
Sonic Mega Collection,GC,2002,Misc,Infogrames
Diablo III,PS3,2013,Role-Playing,Activision
NBA Jam,GEN,1992,Sports,Arena Entertainment
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix
Dance Central 2,X360,2011,Misc,Microsoft Game Studios
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft
Donkey Kong Country,GBA,2003,Platform,Nintendo
Need for Speed: The Run,PS3,2011,Action,Electronic Arts
Madden NFL 15,PS4,2014,Sports,Electronic Arts
1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo
